respondent_id,xyz_vaccine,seasonal_vaccine
26757,0.5050348638100078,0.5733917011287308
26758,0.6258010544914933,0.8585296515781121
26759,0.03293772863909989,0.1866635790740653
26760,0.010633143769764292,0.01968558203043734
26761,0.15408243423718762,0.5945856014514092
26762,0.14234690242131423,0.8502662304091584
26763,0.8882192037845962,0.972466137528733
26764,0.9226208436724866,0.9567138915478532
26765,0.028685726512778776,0.6946390582071013
26766,0.1602001431453706,0.1733332729598794
26767,0.7832516522637217,0.6965416507991368
26768,0.012932507191421212,0.3732722072686247
26769,0.13256528222982095,0.1635095114189451
26770,0.11979807483553602,0.637629569420961
26771,0.07631414100357636,0.28459653461566004
26772,0.08571425782678871,0.38153682912396636
26773,0.010216940128632277,0.3991878343111656
26774,0.027526495962596924,0.5041174259234524
26775,0.11316483580002501,0.4845925740760467
26776,0.3888622526016343,0.39231544481385516
26777,0.1497239083044093,0.9427798039475366
26778,0.16635429252002804,0.17812265848363731
26779,0.1140505263055939,0.5230300341193249
26780,0.16134775521848418,0.9598448599047248
26781,0.041229882498950265,0.4782111130447368
26782,0.03795427506324214,0.2760079671764749
26783,0.07064958996979565,0.36388964992513295
26784,0.36160283896218204,0.8605227713788431
26785,0.34146175751307334,0.6401573677301879
26786,0.12268326321031962,0.25739954795887615
26787,0.09426505912943416,0.4991754539655972
26788,0.12125327119898212,0.9458284783842128
26789,0.009682265536386658,0.2598004046147627
26790,0.07163117127842457,0.3316524259721453
26791,0.07759463380299589,0.17853781036736985
26792,0.20757571122147117,0.753733218619929
26793,0.09780841539123757,0.8990880375846297
26794,0.7709820683692217,0.9020269068606934
26795,0.04009518952010237,0.9331025668859368
26796,0.05444924286192753,0.05894529199609514
26797,0.0864231568891376,0.5901965046097637
26798,0.16311668058995546,0.18454376043507023
26799,0.21924456627762312,0.2420625125338346
26800,0.03534796905573838,0.9174357434535827
26801,0.21742863551798902,0.3349204475139874
26802,0.10547471767060669,0.18964316977827422
26803,0.052149142253617276,0.14997328667606713
26804,0.07392405770958356,0.17375957512166576
26805,0.07818310376283255,0.26798524084195324
26806,0.07110203488160692,0.9142373448440478
26807,0.713716834231416,0.966257423482534
26808,0.21446352091382612,0.5489141080907739
26809,0.7502579776279292,0.17807319526401338
26810,0.04416913101769672,0.13354634403093585
26811,0.04727246427324375,0.055867987093064446
26812,0.15915512341614627,0.7106885416480008
26813,0.3420175335384758,0.33418570011491666
26814,0.03220249121578548,0.4953466351501264
26815,0.06044701466277373,0.1199413861760696
26816,0.04756285947323377,0.2116946733312112
26817,0.1786267925757988,0.7769819840413329
26818,0.07680552476283406,0.2405698786012957
26819,0.3710666039433404,0.40077244781641586
26820,0.07661543327211091,0.2713925996757047
26821,0.10663258263978437,0.4593996930033978
26822,0.3058368720448716,0.6899019882813334
26823,0.5351241341255788,0.6374060109640658
26824,0.03253447383624283,0.6731007514433472
26825,0.443713638999617,0.8301418805459276
26826,0.08975059819263727,0.7423061583047759
26827,0.06664915050046154,0.17904613898323382
26828,0.1670510978145911,0.6776156960848136
26829,0.6559221665558794,0.940983882429701
26830,0.08673565251842819,0.7859491786206338
26831,0.18666432833714403,0.8214740506314928
26832,0.12701687995243996,0.8551178675487635
26833,0.0061277654868976475,0.31202008105884754
26834,0.08118224502189487,0.3668886158821915
26835,0.4325489117652734,0.8999381773169999
26836,0.1603645757745088,0.6296920280530166
26837,0.029564483093165613,0.00977271964995375
26838,0.10747324736501261,0.4493863864163102
26839,0.12648475690372488,0.49517393368319085
26840,0.09751585138432547,0.1333171676072737
26841,0.31651967929703867,0.7523325183292131
26842,0.06973481787544894,0.20742897960746157
26843,0.03176706685296699,0.012042465376294916
26844,0.046365314098138655,0.4734411699287939
26845,0.042028096998345275,0.6619006044635729
26846,0.06569710232149235,0.7468132585905167
26847,0.32244221747070345,0.07377273835054234
26848,0.047809792195904324,0.695426713764173
26849,0.12686875093565014,0.5630158604080638
26850,0.6148949499589246,0.7201174718366715
26851,0.046169965992098265,0.0766178121468905
26852,0.04350891939844998,0.11232557068063459
26853,0.48572414131597014,0.5458913849989225
26854,0.015407468910474656,0.07960802191099094
26855,0.5657572143138079,0.856690263602815
26856,0.09670057272832824,0.029099727339978315
26857,0.4001679025046132,0.17682766686982207
26858,0.12755182981231844,0.5723724450013821
26859,0.07859947870815527,0.13615190248563927
26860,0.11826411149599192,0.09605064628047828
26861,0.05641003115529365,0.052958928692240996
26862,0.11931617125331999,0.3204410243104369
26863,0.22344223351632103,0.4348894907455567
26864,0.4652057052948775,0.3739698970175772
26865,0.013717947540544105,0.044993358397020865
26866,0.2360645101144316,0.6860969225639033
26867,0.09971050653669213,0.14926187226346677
26868,0.7822682400253694,0.956323483933603
26869,0.08905157632955771,0.3007161875673044
26870,0.6444758667845982,0.8658290090679384
26871,0.062459070012773545,0.044149934143416426
26872,0.057785692198996,0.4709557067622837
26873,0.13244976353444166,0.8135815837192298
26874,0.04220234580473395,0.11157517637804014
26875,0.6577153973678118,0.9312857443417997
26876,0.03519694734394349,0.037721653600127816
26877,0.06345430612723432,0.15744152804573677
26878,0.20928821178741067,0.27560446556017587
26879,0.009045161789719,0.017438848358132492
26880,0.03432859959163557,0.0985861524439096
26881,0.026484962858154687,0.06545927159476035
26882,0.02778390620904144,0.08815218710560181
26883,0.06522729880130099,0.217712400667138
26884,0.07061555783403758,0.24173329555712803
26885,0.19248330303804725,0.813599386115143
26886,0.09360357776358803,0.7555977735341802
26887,0.6104367706672896,0.8898456638027356
26888,0.8814111861857278,0.9479587288728427
26889,0.03748983615442273,0.11348135618686098
26890,0.10505634572357694,0.4076075180006426
26891,0.34256172893090975,0.6050597050476154
26892,0.1525550131481312,0.8706175417349387
26893,0.061841422838865116,0.19882224920573177
26894,0.18529099753267253,0.2917930577428619
26895,0.07239157750867728,0.8591013381354557
26896,0.06158196457044717,0.09174264501390056
26897,0.05271917425856165,0.34823296853579827
26898,0.22774144295534365,0.6779683114671017
26899,0.04502002806269893,0.0710433719369412
26900,0.10776018967810444,0.2786832142051231
26901,0.009229730056753946,0.2689374452580935
26902,0.20499302175303238,0.9264815042186628
26903,0.21757983948016393,0.08537447049457221
26904,0.04083408772757241,0.32714727347131384
26905,0.35202768467602735,0.8149941992183699
26906,0.06410682330267709,0.35219411032944375
26907,0.014214628684411132,0.5905616303638953
26908,0.13344273505918908,0.7283172255080084
26909,0.06407647728936108,0.20470511300416352
26910,0.08489879309345738,0.19216386357787055
26911,0.048703451280221036,0.08065494232096487
26912,0.5443665709524398,0.9613120776822843
26913,0.8056509760951953,0.8951010055726647
26914,0.07136268166677594,0.1816934105032747
26915,0.1150825958856563,0.6770138609529048
26916,0.08262723876135086,0.3280294072873719
26917,0.004994957393156266,0.01757700902730921
26918,0.7301634968609967,0.9093409767610289
26919,0.2933098462448596,0.6361358274665595
26920,0.033692955661265046,0.13773217438610322
26921,0.11841668753712786,0.8672373710165772
26922,0.05794414874757054,0.6841641685151574
26923,0.1017241496544513,0.5682833714526306
26924,0.6230277812534215,0.8659973283138823
26925,0.13306011944988314,0.6046946769555653
26926,0.6508425009631766,0.5101288949932618
26927,0.28937983004530515,0.5983016360052302
26928,0.050717488758001764,0.57243050472631
26929,0.08154798606619766,0.15316583542744394
26930,0.6974060983938527,0.8971900038786498
26931,0.11652080552569345,0.4284361023418256
26932,0.05527215583855627,0.8523574810823823
26933,0.08682026830556547,0.7542138484295126
26934,0.5102747321465636,0.6683106458513459
26935,0.12762535870928726,0.4543642677896392
26936,0.5766576795402517,0.3165734058449554
26937,0.2808001322060825,0.7583684196224265
26938,0.08393765047677597,0.0671391087746561
26939,0.030380281902163988,0.03467666440039063
26940,0.0577511520379695,0.15659709358133458
26941,0.046888602070615876,0.427865950884036
26942,0.5087815077892985,0.7431861553707667
26943,0.11885481129183163,0.6597395262191887
26944,0.07232726403125085,0.15314605976465523
26945,0.11328444873798123,0.5942851870015851
26946,0.13399723636448127,0.7396948584254613
26947,0.1531853679883443,0.6686734630696529
26948,0.013475830898256292,0.05353421253342921
26949,0.021278722502060372,0.0679042510057054
26950,0.02622807383051559,0.4374287326069229
26951,0.06942468592635219,0.28279919297029776
26952,0.8521201899313484,0.9549189768929857
26953,0.7723154915006251,0.9751361411553293
26954,0.05599929471789116,0.17723386434412006
26955,0.1471223042591362,0.6021798993508186
26956,0.11783251227641607,0.32171942132499076
26957,0.028138418224172776,0.8968429652446726
26958,0.2655148835999742,0.7080532446290945
26959,0.03513555567422813,0.18705889389330277
26960,0.036560821785035474,0.04716317562750667
26961,0.18250419551773325,0.5471599040164631
26962,0.14267342193116292,0.9072801383953344
26963,0.13506557880658546,0.29960055525475066
26964,0.11576324585708223,0.2867567423427663
26965,0.8061862584069263,0.9474411338631175
26966,0.01139281945893944,0.021055100694503965
26967,0.15835186971184131,0.5257305727846675
26968,0.04468064422666916,0.82464346010241
26969,0.0318676731806729,0.190465086050059
26970,0.679701713903417,0.36850595848984175
26971,0.10504193124545129,0.3548090304150121
26972,0.0066375332698581585,0.026466733775271672
26973,0.05296719400190601,0.1369864348375748
26974,0.08482830699212061,0.3109833570217075
26975,0.07011536836540726,0.6433006814342918
26976,0.8611367754198868,0.574632619483846
26977,0.05034448668864172,0.30471839588520716
26978,0.02688570019589899,0.7948423997539609
26979,0.29188493960021766,0.6595608598102005
26980,0.04298636388700868,0.0922891333644082
26981,0.06027585551044071,0.2598683503270213
26982,0.6873594438720984,0.8563892224767606
26983,0.15375216547448975,0.6237824339060849
26984,0.08186741190370046,0.1292803192346084
26985,0.017193045366855942,0.07623028501016577
26986,0.1723818220825781,0.6070619467090537
26987,0.06271036093376996,0.18016921123667531
26988,0.03281662237530541,0.11442354170203631
26989,0.3053063160480432,0.7658457407502745
26990,0.014267460204469593,0.06350726789466948
26991,0.32136131895854886,0.5399741840816901
26992,0.2498360393389424,0.3794805340200889
26993,0.1317141806619947,0.8430653223163478
26994,0.1613021114530418,0.3947386998897932
26995,0.14178691290751486,0.4180571273299371
26996,0.27491304179933945,0.3448760895428313
26997,0.013117416526494783,0.052896936781616784
26998,0.03674372445896489,0.06702435181793093
26999,0.374573391946185,0.4986947612592761
27000,0.11278517843325883,0.36274303773113314
27001,0.04916072734653436,0.7958520147033928
27002,0.011385449397337134,0.2567584025682546
27003,0.022909245189399637,0.04923215963586645
27004,0.10208447111879627,0.3516472107166018
27005,0.32255479569136214,0.7139593025694577
27006,0.811716243873188,0.9246941042458177
27007,0.07224033292284777,0.2227506599957896
27008,0.045270681153717324,0.06177242661707796
27009,0.06025609081089366,0.223483026088655
27010,0.10281277449521367,0.19665857294494132
27011,0.08571909204211708,0.13128214779129968
27012,0.2899308423153921,0.5715879242076782
27013,0.09104099003888713,0.3982472399604947
27014,0.03178665463927897,0.23576115463581415
27015,0.07901489914600084,0.2634008896447971
27016,0.16736300253471345,0.4149023330115496
27017,0.44769699267986357,0.7207829110105982
27018,0.08415767875271608,0.3024986902771985
27019,0.8994325085009411,0.9655240869771172
27020,0.1953188929517022,0.2506297387440161
27021,0.1275763816868418,0.4510497903988234
27022,0.17380376232828243,0.30248424445345873
27023,0.17624633343649843,0.17519698512630255
27024,0.09688989838557942,0.276724631675589
27025,0.04254120447897924,0.01787927093668673
27026,0.10335211663049897,0.33901414699662025
27027,0.0992597735387705,0.7510301915346533
27028,0.378709521961965,0.880629612309817
27029,0.07434674007369724,0.3132153947818623
27030,0.12383168782355077,0.1902495531342508
27031,0.1931358691110848,0.7972155751956048
27032,0.14867794358151812,0.4708996111993466
27033,0.2596481555653706,0.7089270325303526
27034,0.007243337833808217,0.5889628276862234
27035,0.15049321298038315,0.2765005136164865
27036,0.22286874449411473,0.7356639268283978
27037,0.5830056987358526,0.7635439300909408
27038,0.040869981599967256,0.030093647448331765
27039,0.7646818841607337,0.9388187458462884
27040,0.1773728919256704,0.15892569941772072
27041,0.13236601984925106,0.5373368345432087
27042,0.06748650886174716,0.49717985890692884
27043,0.5527903948310914,0.794088832595852
27044,0.009131643215428446,0.03541516520254367
27045,0.20021324415794547,0.6816978408599581
27046,0.05730189509958832,0.10203548965027887
27047,0.5357456036077604,0.4547991420757805
27048,0.16371320769879122,0.30595531958190064
27049,0.238471162697523,0.8943279469590221
27050,0.043445750183589336,0.574954409134922
27051,0.13382362871604223,0.31903594445080075
27052,0.08556726485568573,0.2359470993379826
27053,0.8744477474630681,0.9663420906298373
27054,0.031158622248865765,0.07872748489868817
27055,0.10482110990947589,0.8547837530858573
27056,0.013518885859751553,0.0298890367970364
27057,0.031307779504630026,0.031912652281069286
27058,0.8530577488466806,0.9501353935988006
27059,0.05246817004426654,0.21377563629311178
27060,0.027217530201965563,0.42981639078373235
27061,0.0947916338943308,0.45407797464923405
27062,0.08504609373223979,0.5184488156755998
27063,0.0751375191734301,0.5547745995255942
27064,0.2124819272360143,0.5927765275999298
27065,0.06836423717059503,0.3231819169401768
27066,0.04078113504281207,0.5893939691965788
27067,0.3393104626933914,0.648544703089644
27068,0.879879726264511,0.9407214611314004
27069,0.545247261320712,0.9459366239273327
27070,0.05681825837486825,0.10012117128558877
27071,0.041713861311760574,0.06638712849415983
27072,0.09303927411094216,0.6457211611088572
27073,0.026203851055551997,0.8555763797399347
27074,0.04264897571361074,0.3037224438046944
27075,0.7128157632977662,0.8562273460199471
27076,0.5473411037335185,0.7097421841216669
27077,0.03095908533749013,0.07925818861698508
27078,0.29555343216367796,0.8410607452241833
27079,0.2678517460468422,0.9356709755311982
27080,0.08020199613276173,0.26595897159237264
27081,0.017540714660215076,0.6438743909405938
27082,0.18125851863208173,0.3740909096620357
27083,0.04744442132197041,0.20220193131639932
27084,0.8626997147115032,0.6976079485447948
27085,0.03725588962221513,0.016589420842570392
27086,0.06383145597869481,0.08434192876404019
27087,0.17085528563892932,0.28778451580744147
27088,0.20251800071763879,0.753266772968793
27089,0.20508124359997312,0.2376036130827568
27090,0.23542844355537867,0.604192622969104
27091,0.5210820331003614,0.14874157904037433
27092,0.11518658435306577,0.2797540387083914
27093,0.15742526897161624,0.2584665617465306
27094,0.008399225381975047,0.045883369398094086
27095,0.06644617790486762,0.5158556826312366
27096,0.02587551696833218,0.21168723542589415
27097,0.6611323594127553,0.7894403212844711
27098,0.5652787037778992,0.8214057317622864
27099,0.14660463317358965,0.4709389695378615
27100,0.05423854749945298,0.7141124553221517
27101,0.08154093177422894,0.662606777031763
27102,0.0833213282847219,0.8359077724630994
27103,0.01915105325007678,0.057006973656320785
27104,0.302724761561543,0.5051242822037382
27105,0.06251306611444943,0.45077067210739225
27106,0.6581751803871361,0.9148168539307783
27107,0.37809473354655276,0.7176328669161691
27108,0.10105590877747742,0.3117450796572477
27109,0.07827608422369689,0.21068152031262247
27110,0.14236998279326446,0.5235796642185231
27111,0.03629300219767007,0.39611129019630814
27112,0.20878807754837161,0.5526895511221397
27113,0.09628323973137087,0.2792826677651706
27114,0.07716974091173093,0.2543917750382952
27115,0.4913808100108723,0.8393440596076722
27116,0.15233698891542805,0.8942846912148611
27117,0.07389223444298071,0.12746975711800368
27118,0.13688861977439656,0.5510131594517396
27119,0.0835239519698009,0.462400528345967
27120,0.3254635450754706,0.9821216032681708
27121,0.01541736412766211,0.6999034293319476
27122,0.03665380914639544,0.24271195674758198
27123,0.057313518859461225,0.11722416536931193
27124,0.03962066300689281,0.09343373050281281
27125,0.03625381743390187,0.09018880140944703
27126,0.36695016982713025,0.06535062002194891
27127,0.07684021249701126,0.15403362816201283
27128,0.168050000544346,0.6119926459942971
27129,0.5557178936391591,0.6529956469687426
27130,0.09485615901279107,0.19269417066418246
27131,0.04754689723201784,0.0699399239069114
27132,0.5189423999993122,0.9351079707141264
27133,0.08585736947385862,0.5714528187727628
27134,0.6343880291624738,0.9186006164903298
27135,0.19858616634584642,0.587865496123406
27136,0.0790642943301105,0.5498251883333889
27137,0.06193224311912812,0.2205954595552717
27138,0.14518110691361935,0.5073364927662743
27139,0.10754259427934436,0.11313729891012497
27140,0.9128630143260525,0.9608822076534747
27141,0.5467591666979487,0.8033375561332756
27142,0.07310443806612277,0.299012397225681
27143,0.2947101945099494,0.544121232807318
27144,0.044297297552945994,0.05098299844937884
27145,0.49474623678041946,0.6980814790680132
27146,0.03315782236569026,0.9120591553541583
27147,0.05645291993610248,0.25202975608264677
27148,0.2371023431107613,0.2533749631068744
27149,0.29245754440141797,0.16791287942690286
27150,0.6702678951285354,0.9733598691868571
27151,0.15052945270303003,0.6984886328596418
27152,0.029597169001738772,0.22733032318351712
27153,0.23540503347550343,0.8323771846378201
27154,0.6744237220422477,0.8625322267263514
27155,0.1503955818515713,0.666823835903221
27156,0.01390678060761389,0.35317855327208014
27157,0.010919589759537787,0.50602377681358
27158,0.06381404331415003,0.3855691102303683
27159,0.05477537604690665,0.23836250288317196
27160,0.18057129274657563,0.19423547476022845
27161,0.2558972515271489,0.4675622805262395
27162,0.1837679253701037,0.9351237122603536
27163,0.6825602894206003,0.5457953911670222
27164,0.17819670117274178,0.1123067607305496
27165,0.3696195194599537,0.5669180921234557
27166,0.09181950209517321,0.19906539179006372
27167,0.1297359040625656,0.46799472632474687
27168,0.11916070161339985,0.6921005386488447
27169,0.43618704022666477,0.7034891118277266
27170,0.38878965601629695,0.8392767501993434
27171,0.050742720409577856,0.32962009888352045
27172,0.0471543868913432,0.8309013943125317
27173,0.22281107461413038,0.5128582931822516
27174,0.062385475402536604,0.09996489652200173
27175,0.058428501989636436,0.13708031734492312
27176,0.5787135815299107,0.9582647120152405
27177,0.8572221819036902,0.951396764528573
27178,0.13439629214760004,0.36885099555129613
27179,0.06714699917116425,0.2370878964044712
27180,0.26585567661504655,0.35845304812627315
27181,0.02455700842486862,0.8010076833875491
27182,0.6524048767775731,0.8893502590170709
27183,0.03709337713683342,0.5624193022724142
27184,0.038864198931068815,0.36994165039771043
27185,0.5210187113587186,0.8066302848535465
27186,0.12493820394607899,0.5560659063503202
27187,0.06656490630147835,0.1307711183140093
27188,0.05835167529563149,0.41388386321241827
27189,0.07443883880292981,0.47455374343903206
27190,0.47216237348322176,0.7759026510161834
27191,0.15709640821065443,0.9445486298777533
27192,0.5058032961258628,0.7877333042530541
27193,0.017500001642180636,0.20425717458081954
27194,0.15477742991291582,0.424807650419305
27195,0.04315439153521229,0.17422674203778035
27196,0.24275520841000553,0.2435268900380687
27197,0.0453047381435028,0.6304513152465331
27198,0.9342755491431584,0.9901367304652022
27199,0.027969893692370712,0.12496877689839829
27200,0.24776215870721624,0.6749410704548372
27201,0.7396824285129321,0.9258675565839193
27202,0.08023456023396319,0.033573625448477515
27203,0.05412365350018839,0.1088082646862493
27204,0.025904967704118903,0.08033656106497927
27205,0.07259536938039389,0.2921827682639639
27206,0.1548495079877742,0.28096135028210084
27207,0.076941149954595,0.19808307766900018
27208,0.8058168682207388,0.7520595835622237
27209,0.13461206429110584,0.3122246237430214
27210,0.3360311111675566,0.41785862428572895
27211,0.11993890898808539,0.2361058344503316
27212,0.5778346352779209,0.9459241164221571
27213,0.45680588437830033,0.5885071120575661
27214,0.025556751449166033,0.07026527806113586
27215,0.15273832572652235,0.7994300739541041
27216,0.09961488176047568,0.9038761883022564
27217,0.09592655331411995,0.19327332623513557
27218,0.743685660858695,0.9609520075679648
27219,0.4566399779626264,0.6516085041809944
27220,0.13636285308575538,0.36428101063005325
27221,0.1801244665778524,0.5936873198721749
27222,0.17294091953706847,0.5694971994058079
27223,0.06315078128471864,0.6651545987459342
27224,0.2145278693525538,0.7498104522926925
27225,0.1795750880589892,0.284678557218826
27226,0.03136425530413896,0.26443794792689557
27227,0.15401462596864027,0.3696277058680584
27228,0.4792257124917524,0.8543789065558858
27229,0.695754309936346,0.9187856738695072
27230,0.18763362726823987,0.975128245968511
27231,0.4919271336220077,0.8458950561434448
27232,0.09407860958814607,0.5362975399600424
27233,0.2998930907755885,0.1707297488885423
27234,0.044068786227753544,0.020750641025884857
27235,0.8905359548893744,0.9567008528713633
27236,0.12004943165496651,0.9143824815566656
27237,0.3081465832124313,0.5542842328292032
27238,0.3049344180951508,0.757942955378556
27239,0.48780195723402064,0.17586552117639878
27240,0.08273461587058127,0.3758252612827805
27241,0.07873268081938016,0.22722729696415822
27242,0.07201987021318436,0.39338096916452975
27243,0.03602964023343482,0.07921942090819495
27244,0.04571491213551053,0.12452733223985452
27245,0.10969733784035152,0.4040906521447024
27246,0.8318343239527254,0.9532986751630401
27247,0.16509529635096282,0.9295113534076853
27248,0.1547780032437708,0.6444860064526106
27249,0.1217946540265699,0.6437057145298757
27250,0.08631901147020908,0.24691019873180992
27251,0.09432019426559894,0.3166952989361781
27252,0.28890208802948586,0.6493180133177506
27253,0.07690332253014298,0.9058355337472227
27254,0.892779540624669,0.9677610659302351
27255,0.12961749588170277,0.33673300648449844
27256,0.5940430613584529,0.9587875055276011
27257,0.3958186893223099,0.5146546755011966
27258,0.47836693477258363,0.8415904731060361
27259,0.6074284587977385,0.923239885688796
27260,0.13643996933794603,0.5198133999896128
27261,0.10559350771572279,0.6539627323954882
27262,0.25484634503298337,0.5635500234340924
27263,0.0953633612901225,0.11429862645785153
27264,0.0610095438506272,0.06341769888103804
27265,0.05341810128054575,0.24617414417889316
27266,0.14698889635129278,0.36097951510031406
27267,0.14443576992845258,0.7747790860373094
27268,0.016391689202005472,0.1242785840483336
27269,0.7504866833986273,0.33628240888240346
27270,0.036047546530185375,0.0832580364984425
27271,0.04911358503392502,0.3130186529937304
27272,0.011620227461318093,0.2820455745215546
27273,0.05804959737624867,0.18254329217677137
27274,0.11094136126830602,0.45011056581983666
27275,0.1649788859711778,0.40024841372596
27276,0.010980103311631717,0.11381402706581706
27277,0.044442798556053494,0.832486731216204
27278,0.160080554215109,0.3285218732384002
27279,0.09171708526892225,0.2629203484403206
27280,0.24616184406208463,0.41460361052849387
27281,0.06600027916886422,0.2603797157925078
27282,0.07897645929606181,0.8965394589619688
27283,0.004932736791887803,0.031110927411043703
27284,0.19219811188043592,0.30562511689587823
27285,0.09233725365134776,0.4155132331525509
27286,0.08222997868075749,0.304489406981509
27287,0.1904694904175535,0.5493443901026057
27288,0.6110146307240866,0.8596551250143101
27289,0.26600408520366675,0.4174745323422923
27290,0.014455558317088977,0.06129326512937468
27291,0.693039590319512,0.8175863965251918
27292,0.0492571259627896,0.663055117434457
27293,0.12248538611372922,0.972655400634662
27294,0.016089272800010133,0.04434853938801357
27295,0.26492881327559076,0.8597143538685714
27296,0.059497031080842186,0.7830250135162055
27297,0.060442251097523304,0.6951303883353674
27298,0.08854478020953059,0.2775700303134774
27299,0.30485960111203236,0.7855627175290136
27300,0.18947201111840092,0.9509517628371992
27301,0.005409356754110273,0.031425865446383254
27302,0.12491575939076782,0.5472065045024443
27303,0.020104281142311137,0.06876513411355978
27304,0.09756544269619427,0.7825085241577795
27305,0.039064016075815534,0.040025437569421334
27306,0.18508544479887687,0.5687157581640176
27307,0.7177796966695263,0.7549823336133978
27308,0.12998528563620296,0.19022125656181843
27309,0.5678669028277902,0.9711378661753396
27310,0.044348975655727506,0.11943770785690201
27311,0.1079312743840509,0.10752972836474267
27312,0.07343725036417711,0.3338024921975878
27313,0.07890010185013323,0.12306308452908711
27314,0.04853157930206409,0.05825374990296446
27315,0.09531567086473043,0.28272064139892206
27316,0.3046953863767853,0.7815147916851258
27317,0.05816659517567139,0.11039139444004056
27318,0.2280840557475356,0.29103560970397635
27319,0.4712133256270238,0.8669773312068293
27320,0.3832693833090631,0.6260517724123422
27321,0.03033310601562138,0.5150570676616189
27322,0.13817990049998907,0.06960117205606295
27323,0.08121434005084766,0.5956549698380671
27324,0.385907688548277,0.5954815442043886
27325,0.7611502354973496,0.9410631164501749
27326,0.1612320180177435,0.6254273508136734
27327,0.12762986978543112,0.3283629911496911
27328,0.2113523493524222,0.5058264034573084
27329,0.11873609408438339,0.34745262485169276
27330,0.010752057919805436,0.46355971234947824
27331,0.08214387968720713,0.19947623129850267
27332,0.18275228615122394,0.9530588337329251
27333,0.6159926393120841,0.7257158608169136
27334,0.04816753180697053,0.0375841508045701
27335,0.17307241790581573,0.10473687422623638
27336,0.07901553721247041,0.18667084793903865
27337,0.27294102745773263,0.7812055365378273
27338,0.1572859657712833,0.3875586696602009
27339,0.24426760911942316,0.2762457614881332
27340,0.018778547175967775,0.19597966281156892
27341,0.19381432871279677,0.6894735174876302
27342,0.02286439454327635,0.6121204781734668
27343,0.05013493180433475,0.12275990889008881
27344,0.30704775623781444,0.5514020156158218
27345,0.07101693434034771,0.2540302592588402
27346,0.834142028125587,0.9725044302054503
27347,0.7624565843186973,0.9520471177376565
27348,0.12343375435400188,0.2596042433842903
27349,0.04742306600944674,0.20854875253993654
27350,0.18829003117629078,0.941092482822656
27351,0.8218620654131922,0.8809898593171842
27352,0.11495203574896054,0.3827661251679471
27353,0.008505336907357202,0.06952999184242944
27354,0.1917172720681462,0.6880582039093869
27355,0.25724626900915576,0.4667199905381651
27356,0.24190395592072844,0.5879174710482333
27357,0.12186127617845756,0.3672545320865526
27358,0.2165004731040065,0.7273109704214554
27359,0.32146490879977346,0.822310353525146
27360,0.14953026696273225,0.6309097360094182
27361,0.042987007304618914,0.9323835922461401
27362,0.20026253206088235,0.4097906001652528
27363,0.13492199381193484,0.2699227537671021
27364,0.05998166249767007,0.5171803695152803
27365,0.28207449131459933,0.6437535443287973
27366,0.49097455936928486,0.6351611603760068
27367,0.24674600465395247,0.5075895312040544
27368,0.09855128912582761,0.5033715098610274
27369,0.06052209375438455,0.06728053863564225
27370,0.020226795573493137,0.8322358100381116
27371,0.27824885544875855,0.34892580346352325
27372,0.07543556752257455,0.25996305168264566
27373,0.7719044036135644,0.7647272030671929
